type,posts
INTP,"['INTP', 'INFJ', 'INFP', 'INTP', 'INFP', 'INFP', 'INFP', 'ENFP', 'INTP', 'INFP', 'INTP', 'ENFP', 'ENFP', 'INTP', 'INTP', 'INTP', 'INFP', 'INTP', 'INFJ', 'INFP', 'INTP', 'INTP', 'INTP', 'ISTP', 'INTJ', 'INFP', 'INFJ', 'INTJ', 'ENFP', 'INFJ', 'INFJ', 'INFP', 'INFP', 'ENFP', 'INFJ', 'INTJ', 'INTJ', 'ISTP', 'INFP', 'INFP', 'INTP', 'INFJ', 'ENFP', 'ENFP', 'INTP', 'ENFP', 'ENFP', 'ISTP', 'INFP', 'ENTP']"
ISFP,"['INFJ', 'INFP', 'INTJ', 'INTP', 'ISFP', 'ENFP', 'ISFP', 'ENFP', 'INTP', 'ENTP', 'ENTP', 'ENTP', 'ISTP', 'ENFP', 'INFP', 'ENTP', 'ENTP', 'ENFP', 'INFJ', 'ENFP', 'ENTJ', 'ENFP', 'ENFP', 'INTJ', 'ISTP', 'ENFP', 'ENFP', 'ENFP', 'ISTP', 'INFP', 'ISTP', 'ENFP', 'INTP', 'INFP', 'INFP', 'INFJ', 'INFP', 'ENFP', 'ENTP', 'INFP', 'ENFP', 'INTP', 'ENFP', 'ENFP', 'INTJ', 'INTP', 'ENFP', 'INFP']"
INFP,"['INFP', 'ENFP', 'ENFP', 'INFP', 'ENFJ', 'INTP', 'INFP', 'ENTP', 'INFP', 'ISTP', 'ENFP', 'INFJ', 'INFP', 'ENTP', 'INFP', 'ENFP', 'INFP', 'INFP', 'INFP', 'ENFP', 'INTP', 'ENFP', 'ISTP', 'INFP', 'INFJ', 'INTJ', 'ENFP', 'ENFP', 'INFP', 'INTP', 'INFP', 'ISTP', 'ENFP', 'ISFP', 'INTJ', 'INTP', 'ENFP', 'INFJ', 'INTP', 'INTP', 'INTP', 'INFJ', 'ISTJ', 'INFP', 'INFP', 'INFJ', 'INFJ', 'INFJ']"
ISTJ,"['ENFP', 'ENFP', 'INFJ', 'ENFP', 'ISFJ', 'INFP', 'ISTJ', 'ENFP', 'ENFP', 'ENFP', 'ENFP', 'INTJ', 'ENFP', 'INTP', 'INFJ', 'INFP', 'INFP', 'ENFP', 'ENFP', 'INFJ', 'INFJ', 'INFP', 'ISTP', 'INFJ', 'ENFP', 'ENFP', 'INFJ', 'ENFP', 'INTP', 'ISTP', 'INTP', 'ISTP', 'INFP', 'INFP', 'INTJ', 'INFJ', 'INFJ', 'INTJ', 'INFJ', 'ENTP', 'INFP', 'ENFP', 'ENFP', 'INTJ', 'INFP', 'ENFP', 'INFP', 'ISTP', 'ISFP']"
ISTP,"['ENFP', 'ENFP', 'ISFJ', 'ISTJ', 'INTP', 'INTP', 'INFJ', 'ENFP', 'INFJ', 'INTP', 'INTP', 'INTP', 'INTP', 'INTP', 'INTJ', 'INTP', 'INFP', 'INTP', 'INFJ', 'INFP', 'INFP', 'INFP', 'ENFP', 'INFP', 'ENFP', 'INTP', 'INTP', 'INFP', 'ENFP', 'ISTP']"
ENFP,"['INFP', 'ISTP', 'ISTP', 'ENFP', 'ENFP', 'ISTP', 'ISTP', 'INTJ', 'INFP', 'ENFP', 'INTJ', 'ENFP', 'INFP', 'INFJ', 'ISTP', 'ENFP', 'ENFP', 'ENFP', 'INTP', 'INTP', 'INTJ', 'INFJ', 'INTP', 'ENFP', 'INFP', 'ENFP', 'ISFJ', 'ENFP', 'INTP', 'INFP', 'INTP', 'INFP', 'INTP', 'ENFP', 'INFP', 'ISTP', 'INFP', 'INFP', 'ISTP', 'INFP', 'INFJ', 'ENFP', 'INTP', 'INFP', 'ENTP']"
INFP,"['INFP', 'INTP', 'INTP', 'INTP', 'ENTP', 'ISTP', 'ISTP', 'INFJ', 'ENFP', 'INFP', 'INFP', 'INTJ', 'ENTP', 'ENFP', 'ENTP', 'ISFP', 'INTP', 'ENFP', 'ENTP', 'INTP', 'INTP', 'INTP', 'ENFP', 'INTP', 'INTP', 'INTJ', 'INFP', 'ISFP', 'ENFP', 'ENTP', 'INFP', 'ISTP', 'INTP', 'INTJ', 'INFP', 'INFJ', 'INFP']"
INTP,"['INTP', 'INTP', 'INTP', 'INFJ', 'INTP', 'INTP', 'INTP', 'INTP', 'ENFP', 'INTP', 'INTP', 'ISTP', 'INFJ', 'ENTP', 'INTP', 'INFJ', 'INFP', 'INFP', 'INFP', 'INFP', 'INFP', 'INFP', 'INFP', 'INFP', 'INTP', 'INTP', 'INTP', 'INFJ', 'INTP', 'INFP', 'ENTP', 'INTP', 'ENFP', 'INTP', 'INTP', 'INTP', 'ISFP', 'INTP', 'INTP', 'INFJ', 'INFP', 'INTP', 'INTP', 'INFJ', 'INFJ', 'INFP']"
ISFP,"['INFP', 'ISFP', 'INTP', 'ENFP', 'ENFP', 'INFP', 'ENTP', 'ENFP', 'ISTP', 'ISTP', 'INTP', 'ENTP', 'ENFP', 'ENFP', 'INFP', 'ISTP', 'ENFP', 'ENFP', 'INFP', 'ISTP', 'ISTP', 'INTP', 'ENFP', 'INFP', 'INTP', 'ISTP', 'INTP', 'ENFP', 'ENFP', 'ENFP', 'INTJ', 'INTP', 'INTP', 'ENFP', 'INFP', 'INFJ', 'ENTP', 'ISTP', 'INTP', 'INFJ', 'ENFP', 'INTP', 'INFP', 'ENFP', 'INFP', 'INTJ', 'ISFJ']"
ISFP,"['INTP', 'ENTP', 'ENTP', 'INFP', 'INFP', 'INFP', 'INFP', 'INFP', 'INTJ', 'ENFP', 'INFP', 'INFJ', 'INFP', 'ENFP', 'INFJ', 'ENFP', 'INTP', 'INFP', 'INFP', 'INTP', 'INFP', 'INFP', 'INTP', 'INFJ', 'INFP', 'ISFP', 'INTJ', 'INFP', 'ISTP', 'INFP', 'ENFP', 'INFJ', 'INFP', 'INFP', 'INTJ', 'INTP', 'ENFP', 'INFP', 'INTJ', 'INTP', 'ENFP', 'INFP', 'INTP', 'INTP', 'ISTJ', 'ISTP', 'ENFP', 'INFP', 'INFJ']"
INTP,"['INTP', 'INTJ', 'ENFP', 'INTP', 'INTJ', 'ISFP', 'INTP', 'INFP', 'INTJ', 'INFP', 'ENFP', 'INFP', 'INTP', 'ISFP', 'INTP', 'ENFP', 'INTP', 'ENFP', 'INTJ', 'INTP', 'INTP', 'INTP', 'INTP', 'INTP', 'INFJ', 'INFJ', 'ENFP', 'ENFP', 'INTP', 'INFP', 'INFP', 'ENTP', 'INTJ', 'ENFP', 'INFJ', 'INTP', 'INTP', 'INFJ', 'INFP', 'INTP', 'INFP', 'INFJ', 'INTP', 'ISFJ', 'INFP', 'INFP', 'INFP', 'ENTP', 'INTP']"
ENTP,"['INTP', 'INTP', 'INTP', 'INTP', 'ISTP', 'ENFP', 'INTP', 'INFP', 'INFP', 'INTJ', 'ENTP', 'ENFP', 'INFJ', 'ISTP', 'INTJ', 'INTP', 'INFP', 'ENTP', 'INTP', 'ENFP', 'INTP', 'INTP', 'ENFP', 'ENFP', 'INFJ', 'ENFP', 'INFP', 'ENFP', 'ENTP', 'ENFP', 'INFJ', 'INTP', 'INFJ', 'ENTP', 'INTP', 'INTJ', 'ENFP']"
ENFJ,"['INTP', 'INTP', 'ENFP', 'ENFP', 'ENFP', 'INFP', 'INFP', 'ENFP', 'ENFP', 'ISTP', 'INTP', 'INTP', 'INFP', 'ENFP', 'INTJ', 'INTJ', 'ENFP', 'INTJ', 'INFJ', 'INFJ', 'ENFP', 'INTP', 'INTP', 'INTP', 'INFJ', 'ENFP', 'ENTP', 'INFP', 'ENFP', 'ENFP', 'ISFJ', 'ENFP', 'INTP', 'ENFP', 'INFP', 'ENFP', 'ENFP', 'INFP', 'ENFP', 'ENFP', 'ENFP', 'INTJ', 'ENFP', 'ENFP', 'INFJ', 'INFP', 'INTJ', 'ENFP', 'INTP']"
INFJ,"['INTP', 'ISTP', 'INFP', 'INFP', 'INFJ', 'INFJ', 'INFJ', 'INTP', 'ISTJ', 'INFP', 'INTP', 'INTJ', 'INFJ', 'INFJ', 'INTP', 'INFP', 'INFP', 'INTP', 'INFP', 'INFP', 'INFP', 'ENTJ', 'INFJ', 'INFP', 'INFJ', 'INFJ', 'INFP', 'ISFJ', 'INFP', 'INFP', 'INTP', 'INFP', 'INFP', 'ENFP', 'ENFP', 'ENFP', 'INFJ', 'INFP']"
ENTP,"['INTJ', 'INFJ', 'ENFP', 'ISFP', 'INFP', 'INTP', 'ENFP', 'ENFP', 'INTP', 'INTJ', 'INFJ', 'ENTJ', 'ENFP', 'ISTJ', 'ENFP', 'ENFP', 'INTJ', 'ENFP', 'INTJ', 'INTJ', 'ENTP', 'INTP', 'INFP', 'INFJ', 'INTJ', 'ENFP', 'INFP', 'ENTP', 'INTP', 'INTP', 'INTP', 'ENTP', 'ENTJ', 'ENTP', 'INTP', 'ENTP', 'INFP', 'INTJ', 'ISTP', 'ENFP', 'ENFP', 'ENTP', 'ENFP', 'ENFP', 'INTJ', 'ENFP', 'INTJ', 'ENTP', 'INTP']"
ISFP,"['ISTP', 'INTP', 'ENFP', 'ENFP', 'INFP', 'INTP', 'ENFP', 'INFP', 'ENTP', 'ENFP', 'ENTP', 'INFJ', 'INTP', 'ENFP', 'INTP', 'ENFP', 'ENFP', 'INFP', 'INTP', 'INTJ', 'INTP', 'INTP', 'ENFP', 'ENFP', 'INFJ', 'INFP', 'ISFP', 'ENFP', 'ENFP', 'INFP', 'ENFP', 'INTP', 'INFJ', 'ISTP', 'INTP', 'ENFP', 'ENTP', 'INTJ', 'INTJ', 'INFJ', 'INFJ', 'INTP', 'INFP', 'ENFP', 'INTP', 'ENFP', 'INTP', 'INFP', 'ENFP', 'ISTP']"
INFP,"['INFJ', 'ISTP', 'INFP', 'INFP', 'INFP', 'INTP', 'INTP', 'INTP', 'INFP', 'INFP', 'INTP', 'INTP', 'INTP', 'INFP', 'INFP', 'INFP', 'ENFP', 'INTP', 'INFJ', 'INFP', 'INTP', 'INFP', 'INFP', 'ENFP', 'INFP', 'INTP', 'INTP', 'INFP', 'ENFP', 'INFJ', 'INFP', 'INTP', 'INTP', 'INTJ', 'INFJ', 'INFP', 'INTP', 'INFP', 'INFJ', 'INFP', 'INTP', 'INTP', 'INFJ', 'INFP', 'INTP', 'INTJ', 'INTP', 'INTP']"
INFP,"['INTP', 'INFJ', 'ISTP', 'ENFP', 'INTJ', 'INTJ', 'ENTP', 'ENTJ', 'INTJ', 'ENTP', 'ENFP', 'ENFP', 'ENFP', 'ENTJ', 'INFP', 'ENFP', 'INTP', 'INTP', 'INTP', 'INFP', 'ENFP', 'INTP', 'ENFP', 'ENTP', 'ENTP', 'ISTP', 'ENFP', 'INFJ', 'INFP', 'INFP', 'INFP', 'ENFP', 'INTP', 'ENFP', 'INTP', 'ENFP', 'ENTP', 'INTP', 'ENFP', 'ENTP', 'ENFP', 'ENFP', 'ENFP', 'INTJ', 'INTP', 'INFJ', 'INFJ', 'ENTP']"
INFP,"['ISTP', 'INFP', 'ENFP', 'INTP', 'ENFP', 'ENFP', 'ENFP', 'ENFP', 'INFP', 'INFJ', 'INTP', 'INFP', 'INFP', 'ISTP', 'INFJ', 'ENFP', 'INFP', 'INTJ', 'INFP', 'INTP', 'INFJ', 'INFP', 'ISTP', 'ENFP', 'ENFP', 'ENFP', 'INTJ', 'INFP', 'INFJ', 'INFP', 'INTP', 'INTP', 'INFP', 'INFP', 'INFP', 'INFJ', 'ENFP', 'INFP', 'INTP', 'ENFJ', 'ENFP', 'INFJ', 'INFP', 'ENFP', 'ENFP', 'INFJ', 'INFJ', 'INTP']"
ENTJ,"['ISTP', 'ENFP', 'INTJ', 'INFJ', 'ISTJ', 'INTJ', 'ISTP', 'ISTP', 'ISTP', 'INFJ', 'INTJ', 'ENFP', 'ISTP', 'ISTP', 'ISTP', 'INFP', 'INFP', 'ENTP', 'ENTP', 'INTJ', 'INFP', 'INTP', 'INFP', 'ISTP', 'ENFP', 'ENTJ', 'INTJ', 'ISTP', 'INTP', 'INTP', 'INTP', 'INFP', 'INTJ', 'INTJ', 'INFJ', 'INTP', 'INTJ', 'INTP', 'INFP', 'INFP', 'INTJ', 'INTP', 'INFP', 'INFP', 'ENFP', 'ISTP', 'INFP']"
INFP,"['INFP', 'INTJ', 'INFP', 'ENFP', 'INTP', 'INTP', 'INFP', 'INTJ', 'INFP', 'ENFP', 'INFP', 'ENFP', 'INFP', 'ISTP', 'INFP', 'INTP', 'ENFP', 'ENFP', 'INTJ', 'INFP', 'INFP', 'ENTP', 'INFJ', 'INTP', 'INFP', 'INFP', 'INFJ', 'ENFP', 'INFJ', 'ENFP', 'INFJ', 'ENFP', 'ENTP', 'ENFP', 'ISTP', 'ENFP', 'INTP', 'INFJ', 'INFP', 'INFP', 'INFP', 'ENFP', 'INFJ', 'INFP', 'ENFP', 'ENTP', 'ENFP', 'ENFP']"
INTP,"['ENFP', 'INTP', 'INTP', 'ISTP', 'INFP', 'ENFP', 'INFP', 'INFP', 'INFP', 'INFP', 'ENFP', 'INTP', 'ENFP', 'INTP', 'ENFP', 'ENTP', 'ENFP', 'INTP', 'ISTP', 'ENFP', 'ENFP', 'INFP', 'INTJ', 'INFJ', 'INFP', 'ENFP', 'INTP', 'INTJ', 'INFP', 'INTP', 'INFJ', 'ENTP', 'INTP', 'ENFP', 'INTJ', 'INTP', 'INFJ', 'INFP', 'INTJ', 'INTP', 'ENFP', 'INTP', 'INFP', 'INFJ', 'INTP', 'INFJ']"
INTP,"['INTP', 'INFP', 'INFP', 'ENFP', 'INFP', 'INTP', 'INFJ', 'ENFP', 'ENFP', 'INFJ', 'ENFP', 'ENTP', 'INTP', 'ENFP', 'ENTJ', 'ENTP', 'ENTP', 'INFJ', 'ENFP', 'ENFP', 'ISFJ', 'ENFP', 'INFJ', 'ENFP', 'ENFP', 'ISFP', 'INTP', 'INTP', 'ENFP', 'INFJ', 'INTJ', 'ISTJ', 'INTJ', 'INTP', 'INTP', 'ENTP', 'INTP', 'INTP', 'INTJ', 'INFP', 'INTP', 'INFJ', 'INFP', 'INTP']"
ENFP,"['INFP', 'INFJ', 'INFP', 'ENFP', 'ENFP', 'ENFP', 'INTP', 'ENFP', 'INFP', 'INFP', 'INTP', 'INTP', 'ENFP', 'INFP', 'INFP', 'ENFP', 'INFP', 'ENFP', 'INTP', 'INFP', 'INTJ', 'INFP', 'INTP', 'INFP', 'INTP', 'INFP', 'INTP', 'INTP', 'INFP', 'INFP', 'INTP', 'INTJ', 'INFP', 'INFP', 'ENFP', 'ENFP', 'ENFP', 'ISTP', 'INFP', 'ENTP', 'INTP', 'ENFP', 'ENFP', 'ENFP', 'ISTP']"
INFP,"['INFP', 'INFP', 'INFP', 'INFP', 'INFP', 'INFP', 'INFP', 'INFP', 'INFJ', 'INFJ', 'INFP', 'ENTP', 'ISTP', 'INFP', 'INFP', 'ENFP', 'INFP', 'ENFP', 'INTJ', 'INFP', 'INFJ', 'ENFP', 'INFP', 'INFJ', 'INTP', 'INFP', 'INFJ', 'INTP', 'INTJ', 'INTP', 'INFP', 'INFP', 'ENTP', 'ISTP', 'INFP', 'INFP', 'INFP', 'INTJ', 'ENFP', 'INFJ', 'INFP', 'INFJ', 'INFP', 'INFJ', 'INFP', 'INTP', 'INFP', 'INFP', 'INFP']"
INFP,"['INFP', 'INFP', 'ENFP', 'ENFP', 'ENFP', 'INFP', 'INTP', 'INTJ', 'ISTP', 'INFJ', 'INFP', 'INFP', 'INTJ', 'ISFP', 'INTP', 'INFP', 'INFJ', 'INFP', 'INFJ', 'INFP', 'INFP', 'INFJ', 'INTP', 'INFJ', 'INFP', 'ENFP', 'ENFP', 'INFP', 'INTJ', 'INFP', 'INTP']"
ISFP,"['INTJ', 'INFP', 'ENFP', 'ISTP', 'INFP', 'ENFP', 'INFP', 'INTP', 'INFP', 'INTP', 'ENFP', 'ENFP', 'INTP', 'INFP', 'INTP', 'ENTP', 'INTP', 'INFP', 'ENFP', 'INFP', 'INFP', 'INTP', 'ENFP', 'INFP', 'INFP', 'ENFP', 'INTP', 'INFJ', 'ENFP', 'ENFP', 'INFP', 'INFP', 'INTP', 'ENTP', 'ENFP', 'ENFJ', 'ENFP', 'INTJ', 'INFJ', 'INFP', 'INFP', 'ENFP', 'INFP', 'INFP', 'INFP', 'INFP', 'INFP', 'INFP', 'INTP']"
INFP,"['INFP', 'ENFP', 'INFP', 'ISFP', 'ENFP', 'ENTP', 'INTJ', 'ENFP', 'INTJ', 'INFP', 'ENFP', 'INFP', 'ISTP', 'ENFP', 'INFJ', 'ENFP', 'INFP', 'INTP', 'ENFP', 'INFJ', 'ENFP', 'INTJ', 'ENFP', 'INTP', 'INFP', 'INFP', 'INTJ', 'ENFP', 'ISFP', 'ENFP', 'INTP', 'INTJ', 'ENFP', 'INFP', 'ENTJ', 'ENFP', 'ENFP', 'INFP', 'ENFP', 'INFP']"
INFP,"['ENTP', 'INFP', 'INFP', 'ENTP', 'INFP', 'ISFJ', 'INFP', 'ENFP', 'ENFP', 'INTP', 'INFJ', 'INFP', 'ENFP', 'ENFP', 'INTP', 'ENFP', 'INFP', 'ISFP', 'ENFP', 'INFP', 'INTP', 'ENFP', 'ENFP', 'ENFP', 'ISTP', 'INFP', 'INFJ', 'INFP', 'INFP', 'ISTJ', 'ENFP', 'INTP', 'ENFP', 'ISTP', 'ENFP', 'INFP', 'INFP', 'ENFP', 'ENTP', 'ISFJ', 'INFJ', 'ENFP', 'ENFP']"
ENTP,"['INFP', 'INTP', 'ENFP', 'INTJ', 'INTJ', 'ENFP', 'INTP', 'ISTP', 'ENTP', 'INTP', 'INTP', 'ENTP', 'ENFP', 'INTJ', 'ENFP', 'ENTJ', 'INTP', 'INTJ', 'ENTP', 'INTP', 'INFP', 'ENFP', 'INTP', 'ENFP', 'ENFP', 'ISFP', 'INFP', 'ENTP', 'ISTJ', 'INTJ', 'ENFP', 'ENFP', 'ENFP', 'INFP', 'ENTP', 'ENFP', 'ENFP', 'ENFP', 'INTJ', 'INTJ', 'ENFP', 'ENTP', 'INTP', 'ENTP', 'ENFP', 'ENFP', 'ENFP', 'INTP']"
INFJ,"['ENFP', 'ENFP', 'ISFP', 'ENFP', 'INFJ', 'INTP', 'INFP', 'ENFP', 'ENFP', 'INFP', 'INFJ', 'INFJ', 'INFJ', 'INFJ', 'INFP', 'INFP', 'INFP', 'INFP', 'INTP', 'INFP', 'INFJ', 'INFP', 'INTP', 'INFJ', 'ISTP', 'INTP', 'INFP', 'ENFP', 'INFJ', 'INFP', 'INFJ', 'INFJ', 'INFP', 'INFJ', 'ENFP', 'ISFJ', 'INFP', 'INFP', 'INFP', 'ISFJ', 'INTP', 'INTP', 'INFP', 'INFJ', 'ENFP', 'INFP', 'INFP', 'INFP', 'ENFP', 'INTJ']"
INTJ,"['INTP', 'INFP', 'INTJ', 'INTP', 'INTJ', 'INTJ', 'INFP', 'ENFP', 'ISFP', 'INTP', 'INTP', 'INFJ', 'INTP', 'ENFP', 'INTP', 'INFP', 'INTP', 'INTJ', 'INTJ', 'INTP', 'ENFP', 'INFJ', 'INFJ', 'INFJ', 'ENFP', 'ENTP', 'ISTJ', 'INTJ', 'INFJ', 'INFP', 'ISTP', 'INFP', 'INFP', 'INTP', 'ISTP', 'INTP', 'INTJ', 'ENFP', 'INFP', 'ENFP', 'INFP', 'ENFP', 'ENFP', 'ENFP', 'ENFP', 'INTP', 'ISFP', 'INTJ', 'INFJ']"
INTJ,"['INFJ', 'ISTP', 'INFP', 'INFP', 'INFJ', 'ENFP', 'INTP', 'INTP', 'INTP', 'ENFP', 'ISTP', 'ENFP', 'INTP', 'ENFP', 'INTJ', 'ENFP', 'INFP', 'ISTP', 'ISTP', 'INTP', 'INFP', 'ISTP', 'INFJ', 'INFP', 'INFP', 'INFP', 'ISTP', 'ISFP', 'ISTP', 'INTP', 'ENFJ', 'ENFP', 'INFJ', 'INTJ', 'ENTJ', 'INTJ', 'INTP', 'INFJ', 'ISFP', 'INFP', 'ENTP', 'INFJ', 'ISTP', 'ENTJ', 'INTP', 'INTJ', 'INTP', 'INTP', 'INTJ', 'ISTJ']"
ENFJ,"['INTP', 'ENFP', 'INFJ', 'ENFP', 'INFJ', 'INFJ', 'ENFP', 'INFJ', 'ENFP', 'ENFP', 'ENTP', 'ENFP', 'ISTP', 'INFJ', 'ENFP', 'INTP', 'INTP', 'INTJ', 'ENFP', 'INTJ', 'INFP', 'ENFP', 'INTP', 'ISFP', 'ISTP', 'INFJ', 'INFJ', 'ENTP', 'ENFP', 'ENFP', 'INTP', 'ISFJ', 'INTP', 'ISFJ', 'ENFP', 'ENFP', 'ENFP', 'ISFJ', 'INTP', 'ENFP', 'ENTP', 'ENTP', 'ENFP', 'ISTP', 'INTP', 'INTJ', 'INTP', 'INFJ', 'INTP', 'INTJ']"
INFJ,"['INFP', 'ENFP', 'INTP', 'INTP', 'INTJ', 'ENFP', 'INFJ', 'INTP', 'INTP', 'INFP', 'INFP', 'INTP', 'INTP', 'INFJ', 'INFP', 'INFP', 'INFP', 'ENFP', 'ENFP', 'ENTP', 'ENFP', 'ENFP', 'INFP', 'INFP', 'ISTP', 'INFP', 'INFP', 'INTP', 'ENTP', 'INFP', 'ISTP', 'INTP', 'ENFP', 'INTJ', 'INTJ', 'INTP', 'INFP', 'INFP', 'ENFP', 'INTP', 'ISFJ', 'INFP', 'INTP', 'INTP', 'ENFP', 'INTP', 'INFP']"
INTJ,"['INTP', 'ISFP', 'ISTP', 'ISTP', 'INTP', 'INFP', 'ENFP', 'INTJ', 'ISTJ', 'INTJ', 'INFJ', 'ISTP', 'INFJ', 'INTP', 'INFP', 'INTP', 'ENTP', 'INFP', 'ENFP', 'INTP', 'ENTP', 'ENFP', 'ENFP', 'ENFP', 'INTP', 'ENFP', 'ENFP', 'ENFP', 'INFP', 'INFJ', 'ENFP', 'INFJ', 'INFP', 'INTP', 'INFJ', 'ENTP', 'ENTP', 'INTJ', 'INTJ', 'INTP', 'INTP', 'ENFP', 'ENFP', 'INTP', 'INTJ', 'INTP']"
ENTP,"['INFP', 'INFP', 'ENTP', 'INTP', 'ISTP', 'ENFP', 'ISTP', 'ENTP', 'INTP', 'INTP', 'ENTP', 'ENFP', 'ISTP', 'ENFP', 'ISTP', 'ENFP', 'ENFP', 'ENFP', 'ENTP', 'INTP', 'ENTP', 'INTP', 'INTP', 'INTP', 'INTP', 'INFP', 'INTJ', 'ISFJ', 'ENFP', 'INTP', 'ENFP', 'ENTP', 'INTP']"
ESFJ,"['ISTP', 'ISTP', 'ENTP', 'ISTP', 'ISTP', 'ISTP', 'ISTP', 'INTP', 'ISTP', 'INFP', 'INTP', 'ISTP', 'INTP', 'ENFP', 'ENFP', 'ENFP', 'ENTP', 'ENFP', 'ISFP', 'INFJ', 'ISTP', 'ENFP', 'ISTP', 'ENFP', 'INFJ', 'INFP', 'INFP', 'ENFP', 'INTJ', 'INTJ', 'INFP', 'INFJ', 'INTJ', 'ENFP', 'INFP', 'ENFP', 'INFJ', 'INFP', 'INFJ', 'INTP', 'ISFP', 'INFP', 'INTJ', 'INTP', 'ENTJ', 'INTJ', 'INTP', 'ENTP', 'INTP', 'INTP']"
INTP,"['INFJ', 'ISTP', 'ISTP', 'INFJ', 'ENTJ', 'ENFP', 'INTJ', 'INFJ', 'INFP', 'INFP', 'INTP', 'INFP', 'INTJ', 'INFP', 'INTP', 'INTP', 'INTP', 'INFJ', 'INFP', 'INFJ', 'ISTP', 'INFJ', 'ENTP', 'ENFP', 'ENFP', 'ESTP', 'ENFP', 'INTJ', 'INTP', 'INFP', 'INFP', 'ENTP', 'INFJ', 'INFJ', 'INTP', 'INFJ', 'INFJ', 'ISTP', 'INTP', 'ENFP', 'ISTJ', 'ISTP', 'ENFP', 'ENFP', 'ENFP', 'INTP', 'INFP', 'ENFP', 'INFJ', 'ENTP']"
INFP,"['INTJ', 'INFJ', 'ENFP', 'INFJ', 'INFP', 'INFJ', 'INFP', 'INFP', 'ENFP', 'INFP', 'INFP', 'INFP', 'INFJ', 'ENFP', 'INFP', 'INFP', 'INTP', 'INFJ', 'INFP', 'INFP', 'ENFP', 'ENFP', 'INFP', 'ENFP', 'ENFP', 'ENFP', 'ENFP', 'ENFP', 'ENFP', 'ISFP', 'INFJ', 'ENFJ', 'ENFP', 'INFJ', 'INFP', 'ENFP', 'INTP', 'ENFP', 'INFJ', 'ENFP', 'ENFP', 'INFJ', 'ENFP', 'INFP', 'ENFJ', 'ENFP', 'ENFP', 'ENFP', 'INFJ', 'ENFP']"
INFJ,"['INFP', 'INTP', 'INFP', 'INFP', 'INFP', 'ENFP', 'ISTP', 'INFP', 'INTP', 'ENFP', 'ENFP', 'ISTP', 'INTP', 'INFJ', 'ISTP', 'ENTP', 'INFP', 'ENFP', 'ISTP', 'ENTP', 'ENFP', 'ISFJ', 'ENTP', 'ISTP', 'ENFP', 'INTJ', 'INTP', 'ENFP', 'ISTP', 'INFP', 'INTP', 'ISTP', 'INFJ', 'INFP', 'INTP', 'ISTP', 'ISTP', 'ENFP', 'ISTP', 'INTP', 'ENFP', 'ISTJ', 'INTP', 'ENFP', 'ISTP', 'INTP', 'INTP', 'ISTP', 'INTP']"
ENTP,"['INTJ', 'INFP', 'INFP', 'ENFP', 'INFJ', 'ENFP', 'ENTP', 'INFP', 'ISFJ', 'INTP', 'INTP', 'INTP', 'INTP', 'INTP', 'INTJ', 'INFJ', 'ISTP', 'INFJ', 'INTP', 'INTP', 'ISTP', 'ISTP', 'ENFP', 'ENFP', 'INTP', 'INFP', 'INTP', 'INTP', 'INFJ', 'ISTJ', 'ISTP', 'INTJ', 'INTJ', 'INTJ', 'ENFP', 'INTP', 'ISTP', 'ISTP', 'ISTP']"
INTJ,"['INTP', 'INFP', 'ISFP', 'INFJ', 'ENFP', 'INTP', 'INFJ', 'INFP', 'INTP', 'INFP', 'INTP', 'INTJ', 'INTP', 'ENFP', 'ENFP', 'INTJ', 'INFJ', 'INTJ', 'INTP', 'INFJ', 'ENFP', 'INFP', 'INTJ', 'INTP', 'ISTP', 'INTJ', 'ISTP', 'ISTP', 'ISTP', 'INTJ', 'ISTP', 'ISTP', 'INTP', 'INTJ', 'ENFP', 'INTP', 'INTP', 'INTP', 'INFJ', 'INTP', 'ENFP', 'INFP', 'INTP', 'INFJ', 'INTP', 'INTP', 'INTJ', 'INFP', 'INTP', 'ENTP']"
INTP,"['INTP', 'INTP', 'ENTP', 'INFP', 'INFJ', 'INFP', 'INTP', 'ENTP', 'INFJ', 'INTP', 'INFJ', 'INTP', 'INTP', 'INTP', 'INTP', 'ISTP', 'ISTP', 'INFP', 'INTJ', 'INTP', 'INTJ', 'INFP', 'INFP', 'INFP', 'INTJ', 'INTP', 'INFP', 'INFJ', 'ENFP', 'INFJ', 'INFJ', 'ISTP', 'ENTP', 'ENTP', 'INFJ', 'INFP', 'INFJ', 'INTP', 'INTP', 'INFJ', 'INFP', 'ISFP', 'INFP', 'INFP', 'INTJ', 'INFP', 'ISTJ']"
INFP,"['ENFP', 'INFP', 'INFP', 'INFJ', 'INFP', 'ENFP', 'ENTP', 'INFP', 'INFP', 'ENFP', 'ENFP', 'INTP', 'INFJ', 'INFP', 'INFP', 'INTJ', 'INFJ', 'INFJ', 'INFJ', 'INFJ', 'ENFP', 'INFJ', 'INFJ', 'INFP', 'ENFP', 'INFP', 'INFP', 'ENFP', 'ENFP', 'ENFP', 'ENFP', 'ISFJ', 'ENFP', 'INFP', 'ENFP', 'ISFP', 'ENFP', 'INFP', 'INFJ', 'ENFJ', 'INFP', 'INFP', 'INFP', 'ENFP', 'INFP', 'INFP', 'ENFP', 'INFP', 'INFP', 'INFJ']"
